scorer,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual2,individual2,individual2,individual2,individual2,individual2,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single
bodyparts,head,head,middle,middle,tail,tail,head,head,middle,middle,tail,tail,cup_h,cup_h,cup_m,cup_m,cup_t,cup_t,pitcher_h,pitcher_h,pitcher_m,pitcher_m,pitcher_t,pitcher_t,tap_h,tap_h,tap_m,tap_m,tap_t,tap_t
metrics,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf
194,,,2.0309115326071527,0.9990000128746033,2.4340311504124768,1.0,2.376907408544116,1.0,,,,,3.328348312447447,1.0,1.7138088876528925,0.9990000128746033,4.363859330349443,0.9980000257492065,1.5153919906249897,0.9990000128746033,5.327140829315635,0.9850000143051147,1.8385039654236324,0.9309999942779541,1.8121932243873327,0.9990000128746033,0.41734148191723164,1.0,,
195,,,4.1654859766494825,0.9990000128746033,4.242171006276086,1.0,1.3198151889607754,1.0,,,,,3.4856956331319786,1.0,3.8202536285161375,0.9990000128746033,1.904719557060938,0.9990000128746033,2.7258865465447495,0.9980000257492065,1.2844728173366224,0.968999981880188,3.4559748690293683,0.9190000295639038,3.2728030469482703,0.9980000257492065,1.8231380019753602,1.0,,
196,,,1.524714422031639,0.9990000128746033,4.688272982270483,1.0,1.843712532629682,1.0,,,,,1.0374588752685308,1.0,1.2207774708636832,0.9990000128746033,5.054692377443871,0.9990000128746033,2.0455034608267564,1.0,12.108503859114068,0.9359999895095825,1.2298805781167579,0.949999988079071,1.111298509665776,0.9990000128746033,2.8400320313050043,1.0,1.5653779020271945,1.0
197,,,1.0194826290180927,0.9990000128746033,3.3655383490679447,0.9990000128746033,2.9084701946171307,1.0,,,,,2.2027988028707886,1.0,4.599922569937539,0.9980000257492065,2.8200631941868957,0.9980000257492065,4.1515591871608315,1.0,7.63365495301903,0.949999988079071,2.2936005666089603,0.9259999990463257,7.983016160327632,0.9959999918937683,2.776340074060466,0.9990000128746033,3.0213939637610316,1.0
198,,,3.092754225901172,0.9990000128746033,1.3500149338962246,0.9990000128746033,3.4660436599333635,1.0,,,,,0.37780858169439463,1.0,3.100900418032962,0.9980000257492065,2.5440837805994,0.9980000257492065,4.241596198176444,1.0,1.3979122871760974,0.8880000114440918,2.826890371488532,0.8980000019073486,2.6315494200651472,0.9980000257492065,2.3256446830134485,1.0,2.209264498325075,1.0
199,,,2.5717441671615604,0.9990000128746033,4.3349702197956415,1.0,2.4022841089475966,1.0,,,,,2.0537840649098977,1.0,2.150422352143133,0.9990000128746033,0.6750815644099579,0.9990000128746033,3.874303725172467,1.0,4.355998723830237,0.9869999885559082,5.002616993735,0.9739999771118164,2.1738052877260303,0.9950000047683716,3.8911713966996895,1.0,1.1888512360665708,1.0
200,,,4.512874616112416,0.9990000128746033,1.8476694000689078,0.9990000128746033,2.7178049050763207,1.0,,,,,1.4059413648941592,1.0,1.312369404106362,0.9980000257492065,0.9236668633360998,0.9990000128746033,8.589011749359772,0.9990000128746033,11.035394459869403,0.8840000033378601,2.601589671202805,0.9779999852180481,0.5573798167217363,0.9980000257492065,12.606693906290728,0.9950000047683716,4.533298938804632,1.0
201,,,6.81361987024547,0.9980000257492065,1.630070536446315,0.9990000128746033,1.6313739306357498,1.0,,,,,3.0979064055365497,1.0,3.3254049934738004,0.9990000128746033,0.7851240773662024,0.9980000257492065,2.953176340064007,1.0,3.4581449714118935,0.9919999837875366,3.6760278871893353,0.9919999837875366,4.174702348287965,0.9980000257492065,0.5193227124274977,0.9980000257492065,1.750174167870228,0.9990000128746033
202,,,9.754666455346541,0.9980000257492065,2.7082441792336867,1.0,2.5996699768823524,1.0,,,,,2.8127874504788877,1.0,2.363451266761783,0.9990000128746033,0.2621164615436462,1.0,6.267964573519919,1.0,8.27381176180012,0.9900000095367432,2.157327648871981,0.9729999899864197,5.033012564982288,0.9980000257492065,4.885620401348518,0.9990000128746033,3.351766952083825,1.0
203,,,0.8970216464979827,0.9990000128746033,3.7304084802460737,0.9990000128746033,2.8218496444713534,1.0,,,,,0.4555135375367213,1.0,2.2149973373775915,0.9990000128746033,1.9047885100879138,1.0,1.9130187479310024,1.0,5.079576191896839,0.9890000224113464,11.016697815570998,0.9610000252723694,4.4208348138847375,0.9990000128746033,2.1886877748340186,1.0,1.2879746761476383,1.0
204,,,1.3158966808384513,0.9990000128746033,1.6867046704106154,0.9990000128746033,4.454785321574232,1.0,,,,,2.9294304518817293,1.0,3.060041330163441,0.9990000128746033,2.271229262498106,1.0,1.3632104462578305,1.0,4.896516937268028,0.9869999885559082,8.694990801104176,0.9769999980926514,2.543191852194062,0.9980000257492065,4.3377099961477,0.9990000128746033,2.1403795176254077,1.0
205,,,3.916746257040376,0.9980000257492065,2.412597971307028,0.9990000128746033,1.0727347381676342,1.0,,,,,2.113322327298552,0.9990000128746033,3.1838148818316023,0.9980000257492065,1.9567331347116985,0.9990000128746033,1.1926645064150274,1.0,4.0562915760492535,0.9950000047683716,1.9171225135753571,0.9829999804496765,3.877883876655002,0.9990000128746033,1.0422204600733032,0.9990000128746033,3.712555208957215,1.0
206,,,1.7384187700535034,0.9980000257492065,1.5330878301770936,1.0,2.2415068764176587,1.0,,,,,1.9070067303988343,1.0,1.1739261825996765,0.9990000128746033,2.9672301962185395,1.0,1.6184315932278495,1.0,10.159049217894937,0.984000027179718,4.684652957945193,0.9860000014305115,7.932446821013176,0.9950000047683716,4.366839302265981,1.0,3.9141363773824946,1.0
207,,,3.7798658234577758,0.9980000257492065,4.907099211479208,1.0,1.8579191511422621,1.0,,,,,1.0995775554050564,0.9990000128746033,1.168301521922058,0.9990000128746033,0.8790165366830742,1.0,2.033334722244265,1.0,8.825968207601056,0.9750000238418579,4.260956079230262,0.968999981880188,2.6909550247982814,0.9980000257492065,2.3377568263545947,1.0,1.2665620236404966,1.0
208,,,4.87408092779646,0.9990000128746033,3.799287450229642,1.0,2.120511448691279,1.0,,,,,1.156385337856192,1.0,3.066576695428968,0.9980000257492065,3.043397777102761,0.9990000128746033,1.1051396262177988,1.0,1.9220638220453585,0.9860000014305115,2.5200575539994166,0.968999981880188,0.4382522643767664,0.9980000257492065,3.3390147802313783,1.0,0.6994166305959184,1.0
209,,,3.150595917687281,0.9990000128746033,3.4889908357969373,1.0,3.2414331112668,1.0,,,,,1.5875504420552784,1.0,0.5699461968962417,0.9990000128746033,1.5014527833023914,1.0,4.362262921886203,1.0,5.339937047216718,0.9589999914169312,0.9436170932241178,0.8560000061988831,3.5051603814924728,0.9950000047683716,2.5865895637260703,1.0,2.989124189834506,1.0
210,,,1.5254089239230444,0.9990000128746033,4.740417594051577,1.0,2.3221161278839593,1.0,,,,,3.6693371364833407,1.0,2.2013349930131967,0.9980000257492065,2.8220237259424206,0.996999979019165,2.2510811777470967,1.0,1.3428114220389564,0.9789999723434448,1.5260548908160259,0.9760000109672546,1.879537773084821,0.9919999837875366,2.3430475015555072,0.9990000128746033,1.2712637335177224,1.0
211,,,1.481900485166202,0.9990000128746033,2.177516621568536,1.0,2.7082863767511562,1.0,,,,,0.5251923578724952,1.0,6.781417618839299,0.9959999918937683,4.324829475579484,0.996999979019165,2.690614850307874,0.9990000128746033,3.549122317618054,0.9330000281333923,8.402848913726602,0.9769999980926514,1.8285977368987862,0.9980000257492065,3.335077664053808,0.9990000128746033,3.023383302437,1.0
212,,,3.2791764851319254,0.9990000128746033,0.7533972010263063,1.0,2.7975148946177506,1.0,,,,,4.222901967412984,1.0,2.3961141570058544,0.9980000257492065,5.338708931758999,0.9950000047683716,1.841425393991576,0.9990000128746033,3.410101293440096,0.9269999861717224,2.810660492388443,0.9520000219345093,0.8219696291916715,0.9940000176429749,3.5596723676390005,0.9950000047683716,2.119037839553801,0.9990000128746033
